|6.6.6
dunite_stx11_1.tab                                                                                  
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           3
rho,kg/m3      vp,km/s        vs,km/s       
  3490.28        8.60527        4.62582     
  3493.91        8.61663        4.62945     
  3497.59        8.62811        4.63315     
  3501.28        8.63959        4.63686     
  3504.97        8.65107        4.64059     
  3508.71        8.66267        4.64439     
  3512.61        8.67466        4.64844     
  3603.22        9.06689        4.91183     
  3681.81        9.42379        5.15212     
  3685.72        9.43647        5.15679     
  3690.05        9.45037        5.16220     
  3694.51        9.46457        5.16785     
  3104.65        6.55314        3.14997     
  3112.77        7.33257        4.21018     
  3118.40        7.35450        4.21718     
  3123.97        7.37587        4.22407     
  3129.48        7.39689        4.23089     
  3134.94        7.41750        4.23761     
  3140.34        7.43757        4.24420     
  3145.69        7.45731        4.25070     
  3150.99        7.47670        4.25711     
  3156.24        7.49570        4.26341     
  3161.46        7.51449        4.26965     
  3166.63        7.53291        4.27578     
  3171.76        7.55096        4.28180     
  3176.84        7.56909        4.28784     
  3181.89        7.58673        4.29372     
  3186.91        7.60446        4.29964     
  3191.88        7.62178        4.30542     
  3196.83        7.63890        4.31113     
  3201.73        7.65596        4.31681     
  3206.61        7.67261        4.32235     
  3211.45        7.68925        4.32790     
  3216.26        7.70576        4.33339     
  3221.03        7.72208        4.33881     
  3225.79        7.73806        4.34410     
  3230.50        7.75414        4.34944     
  3235.19        7.77001        4.35469     
  3239.85        7.78585        4.35994     
  3244.48        7.80136        4.36505     
  3249.08        7.81685        4.37016     
  3253.66        7.83221        4.37522     
  3258.21        7.84745        4.38023     
  3262.73        7.86258        4.38519     
  3267.23        7.87759        4.39012     
  3271.70        7.89249        4.39500     
  3276.14        7.90729        4.39984     
  3280.55        7.92213        4.40472     
  3284.96        7.93665        4.40944     
  3289.32        7.95120        4.41419     
  3293.68        7.96547        4.41880     
  3298.01        7.97977        4.42345     
  3302.31        7.99399        4.42807     
  3306.59        8.00809        4.43263     
  3310.92        8.02270        4.43735     
  3315.19        8.03693        4.44195     
  3319.46        8.05122        4.44657     
  3323.71        8.06538        4.45114     
  3327.93        8.07944        4.45568     
  3332.13        8.09337        4.46017     
  3336.31        8.10723        4.46463     
  3340.46        8.12088        4.46902     
  3344.57        8.13438        4.47337     
  3348.70        8.14811        4.47780     
  3352.77        8.16138        4.48204     
  3356.85        8.17477        4.48632     
  3360.88        8.18795        4.49056     
  3364.91        8.20112        4.49478     
  3368.92        8.21421        4.49897     
  3372.90        8.22717        4.50311     
  3376.86        8.24005        4.50722     
  3380.80        8.25283        4.51130     
  3384.72        8.26554        4.51534     
  3388.63        8.27818        4.51936     
  3392.53        8.29077        4.52337     
  3396.40        8.30329        4.52735     
  3400.27        8.31574        4.53130     
  3404.11        8.32811        4.53522     
  3407.94        8.34043        4.53912     
  3411.75        8.35268        4.54301     
  3415.55        8.36487        4.54687     
  3419.33        8.37700        4.55071     
  3423.11        8.38912        4.55453     
  3426.87        8.40117        4.55836     
  3430.60        8.41311        4.56214     
  3434.33        8.42497        4.56585     
  3438.03        8.43678        4.56957     
  3441.73        8.44861        4.57330     
  3445.42        8.46037        4.57701     
  3449.10        8.47206        4.58069     
  3452.77        8.48370        4.58435     
  3456.42        8.49531        4.58801     
  3460.07        8.50690        4.59166     
  3463.71        8.51843        4.59529     
  3467.34        8.52991        4.59891     
  3470.95        8.54134        4.60251     
  3474.57        8.55276        4.60612     
  3478.21        8.56424        4.60975     
  3481.84        8.57566        4.61337     
  3485.47        8.58708        4.61701     
  3489.10        8.59848        4.62064     
  3492.74        8.60987        4.62427     
  3496.42        8.62139        4.62798     
  3500.19        8.63306        4.63177     
  3503.81        8.64440        4.63544     
  3507.76        8.65658        4.63957     
  3511.45        8.66800        4.64328     
  3556.76        8.85982        4.76998     
  3680.46        9.41669        5.14675     
  3683.80        9.42769        5.15045     
  3688.94        9.44405        5.15728     
  3693.20        9.45766        5.16257     
  3102.96        6.54730        3.14673     
  3110.56        7.32118        4.20320     
  3116.22        7.34325        4.21026     
  3121.82        7.36491        4.21723     
  3127.35        7.38608        4.22409     
  3132.83        7.40682        4.23085     
  3138.25        7.42701        4.23748     
  3143.63        7.44685        4.24402     
  3148.95        7.46635        4.25048     
  3154.22        7.48557        4.25685     
  3159.46        7.50443        4.26312     
  3164.64        7.52294        4.26929     
  3169.79        7.54099        4.27532     
  3174.90        7.55924        4.28140     
  3179.97        7.57714        4.28738     
  3185.00        7.59484        4.29329     
  3189.99        7.61221        4.29909     
  3194.95        7.62940        4.30483     
  3199.87        7.64657        4.31056     
  3204.76        7.66322        4.31611     
  3209.62        7.68001        4.32171     
  3214.44        7.69653        4.32721     
  3219.24        7.71288        4.33265     
  3224.00        7.72903        4.33801     
  3228.73        7.74503        4.34332     
  3233.44        7.76097        4.34860     
  3238.10        7.77692        4.35390     
  3242.75        7.79250        4.35904     
  3247.37        7.80800        4.36416     
  3251.96        7.82342        4.36924     
  3256.52        7.83870        4.37427     
  3261.05        7.85388        4.37926     
  3265.57        7.86888        4.38417     
  3270.05        7.88382        4.38907     
  3274.51        7.89867        4.39393     
  3278.93        7.91358        4.39884     
  3283.35        7.92805        4.40353     
  3287.73        7.94259        4.40827     
  3292.09        7.95706        4.41298     
  3296.43        7.97139        4.41764     
  3300.74        7.98566        4.42228     
  3305.05        7.99961        4.42673     
  3309.30        8.01387        4.43142     
  3313.65        8.02862        4.43618     
  3317.92        8.04292        4.44081     
  3322.17        8.05709        4.44538     
  3326.41        8.07121        4.44994     
  3330.63        8.08527        4.45448     
  3334.82        8.09915        4.45895     
  3338.97        8.11281        4.46334     
  3343.08        8.12638        4.46774     
  3347.21        8.14003        4.47213     
  3351.31        8.15341        4.47639     
  3355.38        8.16679        4.48069     
  3359.44        8.18009        4.48496     
  3363.49        8.19334        4.48920     
  3367.50        8.20646        4.49341     
  3371.49        8.21945        4.49757     
  3375.45        8.23232        4.50168     
  3379.40        8.24515        4.50577     
  3383.34        8.25792        4.50983     
  3387.26        8.27059        4.51387     
  3391.16        8.28322        4.51789     
  3395.04        8.29576        4.52187     
  3398.91        8.30824        4.52584     
  3402.77        8.32066        4.52978     
  3406.60        8.33301        4.53369     
  3410.42        8.34529        4.53759     
  3414.23        8.35752        4.54146     
  3418.02        8.36968        4.54531     
  3421.79        8.38181        4.54919     
  3425.58        8.39389        4.55297     
